date,value
1987-02-01,0.1264
1987-03-01,0.1637
1987-04-01,0.19100000000000003
1987-05-01,0.2145
1987-06-01,0.19710000000000003
1987-07-01,0.09210000000000002
1987-08-01,0.0487
1987-09-01,0.07780000000000001
1987-10-01,0.11220000000000001
1987-11-01,0.15080000000000002
1987-12-01,0.14150000000000001
1988-01-01,0.1889
1988-02-01,0.157
1988-03-01,0.17600000000000002
1988-04-01,0.1929
1988-05-01,0.17420000000000002
1988-06-01,0.22
1988-07-01,0.21910000000000002
1988-08-01,0.2159
1988-09-01,0.2745
1988-10-01,0.25620000000000004
1988-11-01,0.27940000000000004
1988-12-01,0.287
1989-01-01,0.3749
1989-02-01,0.1678
1989-03-01,0.06820000000000001
1989-04-01,0.0833
1989-05-01,0.17920000000000003
1989-06-01,0.2865
1989-07-01,0.2774
1989-08-01,0.3371
1989-09-01,0.37560000000000004
1989-10-01,0.39770000000000005
1989-11-01,0.4782
1989-12-01,0.515
1990-01-01,0.6755
1990-02-01,0.7573000000000001
1990-03-01,0.8239000000000001
1990-04-01,0.1552
1990-05-01,0.0759
1990-06-01,0.11750000000000001
1990-07-01,0.1292
1990-08-01,0.1288
1990-09-01,0.1441
1990-10-01,0.1436
1990-11-01,0.1681
1990-12-01,0.1844
1991-01-01,0.20750000000000002
1991-02-01,0.2072
1991-03-01,0.1192
1991-04-01,0.0499
1991-05-01,0.0743
1991-06-01,0.1119
1991-07-01,0.1241
1991-08-01,0.15630000000000002
1991-09-01,0.15630000000000002
1991-10-01,0.2023
1991-11-01,0.2521
1991-12-01,0.2371
1992-01-01,0.2594
1992-02-01,0.2432
1992-03-01,0.214
1992-04-01,0.1993
1992-05-01,0.2486
1992-06-01,0.2021
1992-07-01,0.2183
1992-08-01,0.2214
1992-09-01,0.2463
1992-10-01,0.2524
1992-11-01,0.2249
1992-12-01,0.2524
1993-01-01,0.30350000000000005
1993-02-01,0.24980000000000002
1993-03-01,0.2726
1993-04-01,0.2775
1993-05-01,0.27690000000000003
1993-06-01,0.3007
1993-07-01,0.3072
1993-08-01,0.3296
1993-09-01,0.3569
1993-10-01,0.3392
1993-11-01,0.3556
1993-12-01,0.36840000000000006
1994-01-01,0.4131
1994-02-01,0.40270000000000006
1994-03-01,0.4275
1994-04-01,0.4268
1994-05-01,0.4403
1994-06-01,0.4743
1994-07-01,0.0684
1994-08-01,0.018600000000000002
1994-09-01,0.015300000000000001
1994-10-01,0.0262
1994-11-01,0.0281
1994-12-01,0.0171
1995-01-01,0.017
1995-02-01,0.0102
1995-03-01,0.015500000000000002
1995-04-01,0.024300000000000002
1995-05-01,0.0267
1995-06-01,0.0226
1995-07-01,0.0236
1995-08-01,0.0099
1995-09-01,0.0099
1995-10-01,0.0141
1995-11-01,0.0147
1995-12-01,0.015600000000000001
1996-01-01,0.0134
1996-02-01,0.0103
1996-03-01,0.0034999999999999996
1996-04-01,0.0126
1996-05-01,0.0122
1996-06-01,0.011899999999999999
1996-07-01,0.0111
1996-08-01,0.0044
1996-09-01,0.0015
1996-10-01,0.003
1996-11-01,0.0032
1996-12-01,0.0047
1997-01-01,0.0118
1997-02-01,0.005
1997-03-01,0.0051
1997-04-01,0.0088
1997-05-01,0.0040999999999999995
1997-06-01,0.0054
1997-07-01,0.0022
1997-08-01,-0.0002
1997-09-01,0.0006
1997-10-01,0.0023
1997-11-01,0.0017000000000000001
1997-12-01,0.0043
1998-01-01,0.0070999999999999995
1998-02-01,0.0046
1998-03-01,0.0034000000000000002
1998-04-01,0.0024
1998-05-01,0.005
1998-06-01,0.0002
1998-07-01,-0.0012
1998-08-01,-0.0051
1998-09-01,-0.0022
1998-10-01,0.0002
1998-11-01,-0.0012
1998-12-01,0.0033000000000000004
1999-01-01,0.006999999999999999
1999-02-01,0.0105
1999-03-01,0.011000000000000001
1999-04-01,0.005600000000000001
1999-05-01,0.003
1999-06-01,0.0019
1999-07-01,0.010900000000000002
1999-08-01,0.005600000000000001
1999-09-01,0.0031
1999-10-01,0.011899999999999999
1999-11-01,0.0095
1999-12-01,0.006
2000-01-01,0.0062
2000-02-01,0.0013000000000000002
2000-03-01,0.0022
2000-04-01,0.0042
2000-05-01,0.0001
2000-06-01,0.0023
2000-07-01,0.0161
2000-08-01,0.0131
2000-09-01,0.0023
2000-10-01,0.0014000000000000002
2000-11-01,0.0032
2000-12-01,0.0059
2001-01-01,0.005699999999999999
2001-02-01,0.0046
2001-03-01,0.0038
2001-04-01,0.0058
2001-05-01,0.0040999999999999995
2001-06-01,0.005200000000000001
2001-07-01,0.013300000000000001
2001-08-01,0.006999999999999999
2001-09-01,0.0028000000000000004
2001-10-01,0.0083
2001-11-01,0.0070999999999999995
2001-12-01,0.006500000000000001
2002-01-01,0.005200000000000001
2002-02-01,0.0036
2002-03-01,0.006
2002-04-01,0.008
2002-05-01,0.0021
2002-06-01,0.0042
2002-07-01,0.011899999999999999
2002-08-01,0.006500000000000001
2002-09-01,0.0072
2002-10-01,0.0131
2002-11-01,0.0302
2002-12-01,0.021
2003-01-01,0.0225
2003-02-01,0.015700000000000002
2003-03-01,0.0123
2003-04-01,0.0097
2003-05-01,0.0061
2003-06-01,-0.0015
2003-07-01,0.002
2003-08-01,0.0034000000000000002
2003-09-01,0.0078000000000000005
2003-10-01,0.0029
2003-11-01,0.0034000000000000002
2003-12-01,0.005200000000000001
2004-01-01,0.0076
2004-02-01,0.0061
2004-03-01,0.0047
2004-04-01,0.0037
2004-05-01,0.0051
2004-06-01,0.0070999999999999995
2004-07-01,0.0091
2004-08-01,0.0069
2004-09-01,0.0033000000000000004
2004-10-01,0.0044
2004-11-01,0.0069
2004-12-01,0.0086
2005-01-01,0.0058
2005-02-01,0.0059
2005-03-01,0.0061
2005-04-01,0.0087
2005-05-01,0.0049
2005-06-01,-0.0002
2005-07-01,0.0025
2005-08-01,0.0017000000000000001
2005-09-01,0.0034999999999999996
2005-10-01,0.0075
2005-11-01,0.0055000000000000005
2005-12-01,0.0036
2006-01-01,0.0059
2006-02-01,0.0040999999999999995
2006-03-01,0.0043
2006-04-01,0.0021
2006-05-01,0.001
2006-06-01,-0.0021
2006-07-01,0.0019
2006-08-01,0.0005
2006-09-01,0.0021
2006-10-01,0.0033000000000000004
2006-11-01,0.0031
2006-12-01,0.0048
2007-01-01,0.0044
2007-02-01,0.0044
2007-03-01,0.0037
2007-04-01,0.0025
2007-05-01,0.0028000000000000004
2007-06-01,0.0028000000000000004
2007-07-01,0.0024
2007-08-01,0.0047
2007-09-01,0.0018
2007-10-01,0.003
2007-11-01,0.0038
2007-12-01,0.0074
2008-01-01,0.0054
2008-02-01,0.0049
2008-03-01,0.0048
2008-04-01,0.0055000000000000005
2008-05-01,0.0079
2008-06-01,0.0074
2008-07-01,0.0053
2008-08-01,0.0028000000000000004
2008-09-01,0.0026000000000000003
2008-10-01,0.0045000000000000005
2008-11-01,0.0036
2008-12-01,0.0028000000000000004
2009-01-01,0.0048
2009-02-01,0.0055000000000000005
2009-03-01,0.002
2009-04-01,0.0048
2009-05-01,0.0047
2009-06-01,0.0036
2009-07-01,0.0024
2009-08-01,0.0015
2009-09-01,0.0024
2009-10-01,0.0028000000000000004
2009-11-01,0.0040999999999999995
2009-12-01,0.0037
2010-01-01,0.0075
2010-02-01,0.0078000000000000005
2010-03-01,0.005200000000000001
2010-04-01,0.005699999999999999
2010-05-01,0.0043
2010-06-01,0.0
2010-07-01,0.0001
2010-08-01,0.0004
2010-09-01,0.0045000000000000005
2010-10-01,0.0075
2010-11-01,0.0083
2010-12-01,0.0063
2011-01-01,0.0083
2011-02-01,0.008
2011-03-01,0.0079
2011-04-01,0.0077
2011-05-01,0.0047
2011-06-01,0.0015
2011-07-01,0.0016
2011-08-01,0.0037
2011-09-01,0.0053
2011-10-01,0.0043
2011-11-01,0.005200000000000001
2011-12-01,0.005
2012-01-01,0.005600000000000001
2012-02-01,0.0045000000000000005
2012-03-01,0.0021
2012-04-01,0.0064
2012-05-01,0.0036
2012-06-01,0.0008
2012-07-01,0.0043
2012-08-01,0.0040999999999999995
2012-09-01,0.005699999999999999
2012-10-01,0.0059
2012-11-01,0.006
2012-12-01,0.0079
2013-01-01,0.0086
2013-02-01,0.006
2013-03-01,0.0047
2013-04-01,0.0055000000000000005
2013-05-01,0.0037
2013-06-01,0.0026000000000000003
2013-07-01,0.0003
2013-08-01,0.0024
2013-09-01,0.0034999999999999996
2013-10-01,0.005699999999999999
2013-11-01,0.0054
2013-12-01,0.0092
2014-01-01,0.0055000000000000005
2014-02-01,0.0069
2014-03-01,0.0092
2014-04-01,0.0067
2014-05-01,0.0046
2014-06-01,0.004
2014-07-01,0.0001
2014-08-01,0.0025
2014-09-01,0.005699999999999999
2014-10-01,0.0042
2014-11-01,0.0051
2014-12-01,0.0078000000000000005
2015-01-01,0.0124
2015-02-01,0.0122
2015-03-01,0.013200000000000002
2015-04-01,0.0070999999999999995
2015-05-01,0.0074
2015-06-01,0.0079
2015-07-01,0.0062
2015-08-01,0.0022
2015-09-01,0.0054
2015-10-01,0.008199999999999999
2015-11-01,0.0101
2015-12-01,0.0096
2016-01-01,0.012700000000000001
2016-02-01,0.009000000000000001
2016-03-01,0.0043
2016-04-01,0.0061
2016-05-01,0.0078000000000000005
2016-06-01,0.0034999999999999996
2016-07-01,0.005200000000000001
2016-08-01,0.0044
2016-09-01,0.0008
2016-10-01,0.0026000000000000003
2016-11-01,0.0018
2016-12-01,0.003
2017-01-01,0.0038
2017-02-01,0.0033000000000000004
2017-03-01,0.0025
2017-04-01,0.0014000000000000002
2017-05-01,0.0031
2017-06-01,-0.0023
2017-07-01,0.0024
2017-08-01,0.0019
2017-09-01,0.0016
2017-10-01,0.0042
2017-11-01,0.0028000000000000004
2017-12-01,0.0044
2018-01-01,0.0029
2018-02-01,0.0032
2018-03-01,0.0009
2018-04-01,0.0022
2018-05-01,0.004
2018-06-01,0.0126
2018-07-01,0.0033000000000000004
2018-08-01,-0.0009
2018-09-01,0.0048
2018-10-01,0.0045000000000000005
2018-11-01,-0.0021
2018-12-01,0.0015
2019-01-01,0.0032
2019-02-01,0.0043
2019-03-01,0.0075
2019-04-01,0.005699999999999999
2019-05-01,0.0013000000000000002
2019-06-01,0.0001
2019-07-01,0.0019
2019-08-01,0.0011
2019-09-01,-0.0004
2019-10-01,0.001
2019-11-01,0.0051
2019-12-01,0.0115
2020-01-01,0.0021
2020-02-01,0.0025
2020-03-01,0.0007000000000000001
2020-04-01,-0.0031
2020-05-01,-0.0038
2020-06-01,0.0026000000000000003
2020-07-01,0.0036
2020-08-01,0.0024
2020-09-01,0.0064
2020-10-01,0.0086
2020-11-01,0.0089
2020-12-01,0.013500000000000002
2021-01-01,0.0025
2021-02-01,0.0086
2021-03-01,0.009300000000000001
2021-04-01,0.0031
2021-05-01,0.0083
2021-06-01,0.0053
2021-07-01,0.0096
2021-08-01,0.0087
2021-09-01,0.0116
2021-10-01,0.0125
2021-11-01,0.0095
2021-12-01,0.0073
2022-01-01,0.0054
2022-02-01,0.0101
2022-03-01,0.016200000000000003
2022-04-01,0.0106
2022-05-01,0.0047
2022-06-01,0.0067
2022-07-01,-0.0068000000000000005
2022-08-01,-0.0036
2022-09-01,-0.0029
2022-10-01,0.0059
2022-11-01,0.0040999999999999995
2022-12-01,0.0062
2023-01-01,0.0053
2023-02-01,0.0084
2023-03-01,0.0070999999999999995
2023-04-01,0.0061
2023-05-01,0.0023
2023-06-01,-0.0008
2023-07-01,0.0012
2023-08-01,0.0023
2023-09-01,0.0026000000000000003
2023-10-01,0.0024
2023-11-01,0.0028000000000000004
2023-12-01,0.005600000000000001
2024-01-01,0.0042
2024-02-01,0.0083
2024-03-01,0.0016
2024-04-01,0.0038
2024-05-01,0.0046
2024-06-01,0.0021
2024-07-01,0.0038
2024-08-01,-0.0002
2024-09-01,0.0044
2024-10-01,0.005600000000000001
2024-11-01,0.0039000000000000003
2024-12-01,0.005200000000000001
2025-01-01,0.0016
2025-02-01,0.0131
2025-03-01,0.005600000000000001
2025-04-01,0.0043
2025-05-01,0.0026000000000000003
2025-06-01,0.0024
2025-07-01,0.0026000000000000003
2025-08-01,-0.0011
2025-09-01,0.0048
2025-10-01,0.0009
2025-11-01,0.0018
2025-12-01,0.0033000000000000004
2026-01-01,0.0033000000000000004
2026-02-01,0.006999999999999999
2026-03-01,0.0088
